1F,1FSUDT,audio_70,Tocca nello stesso momento il bottone giallo e il bottone blu,
1F,1FSUDT,audio_71,Tocca nello stesso momento il bottone blu e il bottone verde,
1F,1FSUDT,audio_72,Tocca nello stesso momento un leone e una scimmia,
1F,1FSUDT,audio_73,Tocca nello stesso momento un leone e un polipo,
1F,1FSUDT,audio_74,Tocca nello stesso momento un leone e un pappagallo,
1F,1FSUDT,audio_75,Tocca nello stesso momento un leone e un gelato,
1F,1FSUDT,audio_76,Tocca nello stesso momento un leone e un paio di occhiali da sole,
1F,1FSUDT,audio_77,Tocca nello stesso momento un leone e una bicicletta,
1F,1FSUDT,audio_78,Tocca nello stesso momento un leone e un monopattino,
1F,1FSUDT,audio_79,Tocca nello stesso momento un leone e un ombrello,
1F,1FSUDT,audio_80,Tocca nello stesso momento un leone e una bambina,
1F,1FSUDT,audio_81,Tocca nello stesso momento una scimmia e un polipo,
1F,1FSUDT,audio_82,Tocca nello stesso momento una scimmia e un pappagallo,
1F,1FSUDT,audio_83,Tocca nello stesso momento una scimmia e un gelato,
1F,1FSUDT,audio_84,Tocca nello stesso momento una scimmia e un paio di occhiali da sole,
1F,1FSUDT,audio_85,Tocca nello stesso momento una scimmia e una bicicletta,
1F,1FSUDT,audio_86,Tocca nello stesso momento una scimmia e un monopattino,
1F,1FSUDT,audio_87,Tocca nello stesso momento una scimmia e un ombrello,
1F,1FSUDT,audio_88,Tocca nello stesso momento una scimmia e una bambina,
1F,1FSUDT,audio_89,Tocca nello stesso momento un pappagallo e un polipo,
1F,1FSUDT,audio_90,Tocca nello stesso momento un pappagallo e un gelato,
1F,1FSUDT,audio_91,Tocca nello stesso momento un pappagallo e un paio di occhiali da sole,
1F,1FSUDT,audio_92,Tocca nello stesso momento un pappagallo e una bicicletta,
1F,1FSUDT,audio_93,Tocca nello stesso momento un pappagallo e un monopattino,
1F,1FSUDT,audio_94,Tocca nello stesso momento un pappagallo e un ombrello,
1F,1FSUDT,audio_95,Tocca nello stesso momento un pappagallo e una bambina,
1F,1FSUDT,audio_96,Tocca nello stesso momento un polipo e un gelato,
1F,1FSUDT,audio_97,Tocca nello stesso momento un polipo e un paio di occhiali da sole,
1F,1FSUDT,audio_98,Tocca nello stesso momento un polipo e una bicicletta,
1F,1FSUDT,audio_99,Tocca nello stesso momento un polipo e un monopattino,
1F,1FSUDT,audio_100,Tocca nello stesso momento un polipo e un ombrello,
1F,1FSUDT,audio_101,Tocca nello stesso momento un polipo e una bambina,
1F,1FSUDT,audio_102,Tocca nello stesso momento un gelato e un paio di occhiali da sole,
1F,1FSUDT,audio_103,Tocca nello stesso momento un gelato e una bicicletta,
1F,1FSUDT,audio_104,Tocca nello stesso momento un gelato e un monopattino,
1F,1FSUDT,audio_105,Tocca nello stesso momento un gelato e un ombrello,
1F,1FSUDT,audio_106,Tocca nello stesso momento un gelato e una bambina,
1F,1FSUDT,audio_107,Tocca nello stesso momento un paio di occhiali da sole e una bicicletta,
1F,1FSUDT,audio_108,Tocca nello stesso momento un paio di occhiali da sole e un monopattino,
1F,1FSUDT,audio_109,Tocca nello stesso momento un paio di occhiali da sole e un ombrello,
1F,1FSUDT,audio_110,Tocca nello stesso momento un paio di occhiali da sole e una bambina,
1F,1FSUDT,audio_111,Tocca nello stesso momento una bicicletta e un monopattino,
1F,1FSUDT,audio_112,Tocca nello stesso momento una bicicletta e un ombrello,
1F,1FSUDT,audio_113,Tocca nello stesso momento un monopattino e un ombrello,
1F,1FSUDT,audio_114,Tocca nello stesso momento un monopattino e una bambina,
1F,1FSUDT,audio_115,Tocca nello stesso momento un ombrello e una bambina,
1F,1FCOS,audio_116,Tocca i disegni rossi,
1F,1FCOS,audio_117,Tocca i disegni blu,
1F,1FCOS,audio_118,Tocca i disegni verdi,
1F,1FCOS,audio_119,Tocca i disegni gialli,
1F,1FCOD,audio_120,Tocca i disegni rossi e i disegni verdi,
1F,1FCOD,audio_121,Tocca i disegni rossi e i disegni gialli,
1F,1FCOD,audio_122,Tocca i disegni rossi e i disegni blu,
1F,1FCOD,audio_123,Tocca i disegni verdi e i disegni gialli,
1F,1FCOD,audio_124,Tocca i disegni verdi e i disegni blu,
1F,1FCOD,audio_125,Tocca i disegni blu e i disegni gialli,
1F,1FCODT,audio_126,Tocca insieme un disegno rosso e un disegno verde,
1F,1FCODT,audio_127,Tocca insieme un disegno rosso e un disegno giallo,
1F,1FCODT,audio_128,Tocca insieme un disegno rosso e un disegno blu,
1F,1FCODT,audio_129,Tocca insieme un disegno verde e un disegno giallo,
1F,1FCODT,audio_130,Tocca insieme un disegno verde e un disegno blu,
1F,1FCODT,audio_131,Tocca insieme un disegno blu e un disegno giallo,
1F,1FSUCOS,audio_132,Tocca la scimmia rossa,
1F,1FSUCOS,audio_133,Tocca la scimmia verde,
1F,1FSUCOS,audio_134,Tocca la scimmia gialla,
1F,1FSUCOS,audio_135,Tocca la scimmia blu,
1F,1FSUCOS,audio_136,Tocca il leone rosso,
1F,1FSUCOS,audio_137,Tocca il leone verde,
1F,1FSUCOS,audio_138,Tocca il leone giallo,
1F,1FSUCOS,audio_139,Tocca il leone blu,
1F,1FSUCOS,audio_140,Tocca il pappagallo rosso,
1F,1FSUCOS,audio_141,Tocca il pappagallo verde,
1F,1FSUCOS,audio_142,Tocca il pappagallo giallo,
1F,1FSUCOS,audio_143,Tocca il pappagallo blu,
1F,1FSUCOS,audio_144,Tocca il polipo rosso,
1F,1FSUCOS,audio_145,Tocca il polipo verde,
1F,1FSUCOS,audio_146,Tocca il polipo giallo,
1F,1FSUCOS,audio_147,Tocca il polipo blu,
1F,1FSUCOS,audio_148,Tocca il gelato rosso,
1F,1FSUCOS,audio_149,Tocca il gelato verde,
1F,1FSUCOS,audio_150,Tocca il gelato giallo,
1F,1FSUCOS,audio_151,Tocca il gelato blu,
1F,1FSUCOS,audio_152,Tocca gli occhiali da sole rossi,
1F,1FSUCOS,audio_153,Tocca gli occhiali da sole verdi,
1F,1FSUCOS,audio_154,Tocca gli occhiali da sole gialli,
1F,1FSUCOS,audio_155,Tocca gli occhiali da sole blu,
1F,1FSUCOS,audio_156,Tocca la bicicletta rossa,
1F,1FSUCOS,audio_157,Tocca la bicicletta verde,
1F,1FSUCOS,audio_158,Tocca la bicicletta gialla,
1F,1FSUCOS,audio_159,Tocca la bicicletta blu,
1F,1FSUCOS,audio_160,Tocca il monopattino rosso,
1F,1FSUCOS,audio_161,Tocca il monopattino verde,
1F,1FSUCOS,audio_162,Tocca il monopattino giallo,
1F,1FSUCOS,audio_163,Tocca il monopattino blu,
1F,1FSUCOS,audio_164,Tocca l'ombrello rosso,
1F,1FSUCOS,audio_165,Tocca l'ombrello verde,
1F,1FSUCOS,audio_166,Tocca l'ombrello giallo,
1F,1FSUCOS,audio_167,Tocca l'ombrello blu,
1F,1FSUCOS,audio_168,Tocca la bambina vestita in rosso,
1F,1FSUCOS,audio_169,Tocca la bambina vestita in verde,
1F,1FSUCOS,audio_170,Tocca la bambina vestita in giallo,
1F,1FSUCOS,audio_171,Tocca la bambina vestita in blu,
1F,1FSUCOD,audio_172,Tocca la scimmia rossa e la scimmia verde,
1F,1FSUCOD,audio_173,Tocca la scimmia rossa e la scimmia gialla,
1F,1FSUCOD,audio_174,Tocca la scimmia rossa e la scimmia blu,
1F,1FSUCOD,audio_175,Tocca la scimmia rossa e il leone rosso,
1F,1FSUCOD,audio_176,Tocca la scimmia rossa e il leone verde,
1F,1FSUCOD,audio_177,Tocca la scimmia rossa e il leone giallo,
1F,1FSUCOD,audio_178,Tocca la scimmia rossa e il leone blu,
1F,1FSUCOD,audio_179,Tocca la scimmia rossa e il pappagallo rosso,
1F,1FSUCOD,audio_180,Tocca la scimmia rossa e il pappagallo verde,
1F,1FSUCOD,audio_181,Tocca la scimmia rossa e il pappagallo giallo,
1F,1FSUCOD,audio_182,Tocca la scimmia rossa e il pappagallo blu,
1F,1FSUCOD,audio_183,Tocca la scimmia rossa e il polipo rosso,
1F,1FSUCOD,audio_184,Tocca la scimmia rossa e il polipo verde,
1F,1FSUCOD,audio_185,Tocca la scimmia rossa e il polipo giallo,
1F,1FSUCOD,audio_186,Tocca la scimmia rossa e il polipo blu,
1F,1FSUCOD,audio_187,Tocca la scimmia rossa e il gelato rosso,
1F,1FSUCOD,audio_188,Tocca la scimmia rossa e il gelato verde,
1F,1FSUCOD,audio_189,Tocca la scimmia rossa e il gelato giallo,
1F,1FSUCOD,audio_190,Tocca la scimmia rossa e il gelato blu,
1F,1FSUCOD,audio_191,Tocca la scimmia rossa e gli occhiali da sole rossi,
1F,1FSUCOD,audio_192,Tocca la scimmia rossa e gli occhiali da sole verdi,
1F,1FSUCOD,audio_193,Tocca la scimmia rossa e gli occhiali da sole gialli,
1F,1FSUCOD,audio_194,Tocca la scimmia rossa e gli occhiali da sole blu,
1F,1FSUCOD,audio_195,Tocca la scimmia rossa e la bicicletta rossa,
1F,1FSUCOD,audio_196,Tocca la scimmia rossa e la bicicletta verde,
1F,1FSUCOD,audio_197,Tocca la scimmia rossa e la bicicletta gialla,
1F,1FSUCOD,audio_198,Tocca la scimmia rossa e la bicicletta blu,
1F,1FSUCOD,audio_199,Tocca la scimmia rossa e il monopattino rosso,
1F,1FSUCOD,audio_200,Tocca la scimmia rossa e il monopattino verde,
1F,1FSUCOD,audio_201,Tocca la scimmia rossa e il monopattino giallo,
1F,1FSUCOD,audio_202,Tocca la scimmia rossa e il monopattino blu,
1F,1FSUCOD,audio_203,Tocca la scimmia rossa e l'ombrello rosso,
1F,1FSUCOD,audio_204,Tocca la scimmia rossa e l'ombrello verde,
1F,1FSUCOD,audio_205,Tocca la scimmia rossa e l'ombrello giallo,
1F,1FSUCOD,audio_206,Tocca la scimmia rossa e l'ombrello blu,
1F,1FSUCOD,audio_207,Tocca la scimmia rossa e la bambina vestita in rosso,
1F,1FSUCOD,audio_208,Tocca la scimmia rossa e la bambina vestita in verde,
1F,1FSUCOD,audio_209,Tocca la scimmia rossa e la bambina vestita in giallo,
1F,1FSUCOD,audio_210,Tocca la scimmia rossa e la bambina vestita in blu,
1F,1FSUCOD,audio_211,Tocca la scimmia verde e la scimmia gialla,
1F,1FSUCOD,audio_212,Tocca la scimmia verde e la scimmia blu,
1F,1FSUCOD,audio_213,Tocca la scimmia verde e il leone rosso,
1F,1FSUCOD,audio_214,Tocca la scimmia verde e il leone verde,
1F,1FSUCOD,audio_215,Tocca la scimmia verde e il leone giallo,
1F,1FSUCOD,audio_216,Tocca la scimmia verde e il leone blu,
1F,1FSUCOD,audio_217,Tocca la scimmia verde e il pappagallo rosso,
1F,1FSUCOD,audio_218,Tocca la scimmia verde e il pappagallo verde,
1F,1FSUCOD,audio_219,Tocca la scimmia verde e il pappagallo giallo,
1F,1FSUCOD,audio_220,Tocca la scimmia verde e il pappagallo blu,
1F,1FSUCOD,audio_221,Tocca la scimmia verde e il polipo rosso,
1F,1FSUCOD,audio_222,Tocca la scimmia verde e il polipo verde,
1F,1FSUCOD,audio_223,Tocca la scimmia verde e il polipo giallo,
1F,1FSUCOD,audio_224,Tocca la scimmia verde e il polipo blu,
1F,1FSUCOD,audio_225,Tocca la scimmia verde e il gelato rosso,
1F,1FSUCOD,audio_226,Tocca la scimmia verde e il gelato verde,
1F,1FSUCOD,audio_227,Tocca la scimmia verde e il gelato giallo,
1F,1FSUCOD,audio_228,Tocca la scimmia verde e il gelato blu,
1F,1FSUCOD,audio_229,Tocca la scimmia verde e gli occhiali da sole rossi,
1F,1FSUCOD,audio_230,Tocca la scimmia verde e gli occhiali da sole verdi,
1F,1FSUCOD,audio_231,Tocca la scimmia verde e gli occhiali da sole gialli,
1F,1FSUCOD,audio_232,Tocca la scimmia verde e gli occhiali da sole blu,
1F,1FSUCOD,audio_233,Tocca la scimmia verde e la bicicletta rossa,
1F,1FSUCOD,audio_234,Tocca la scimmia verde e la bicicletta verde,
1F,1FSUCOD,audio_235,Tocca la scimmia verde e la bicicletta gialla,
1F,1FSUCOD,audio_236,Tocca la scimmia verde e la bicicletta blu,
1F,1FSUCOD,audio_237,Tocca la scimmia verde e il monopattino rosso,
1F,1FSUCOD,audio_238,Tocca la scimmia verde e il monopattino verde,
1F,1FSUCOD,audio_239,Tocca la scimmia verde e il monopattino giallo,
1F,1FSUCOD,audio_240,Tocca la scimmia verde e il monopattino blu,
1F,1FSUCOD,audio_241,Tocca la scimmia verde e l'ombrello rosso,
1F,1FSUCOD,audio_242,Tocca la scimmia verde e l'ombrello verde,
1F,1FSUCOD,audio_243,Tocca la scimmia verde e l'ombrello giallo,
1F,1FSUCOD,audio_244,Tocca la scimmia verde e l'ombrello blu,
1F,1FSUCOD,audio_245,Tocca la scimmia verde e la bambina vestita in rosso,
1F,1FSUCOD,audio_246,Tocca la scimmia verde e la bambina vestita in verde,
1F,1FSUCOD,audio_247,Tocca la scimmia verde e la bambina vestita in giallo,
1F,1FSUCOD,audio_248,Tocca la scimmia verde e la bambina vestita in blu,
1F,1FSUCOD,audio_249,Tocca la scimmia gialla e la scimmia blu,
1F,1FSUCOD,audio_250,Tocca la scimmia gialla e il leone rosso,
1F,1FSUCOD,audio_251,Tocca la scimmia gialla e il leone verde,
1F,1FSUCOD,audio_252,Tocca la scimmia gialla e il leone giallo,
1F,1FSUCOD,audio_253,Tocca la scimmia gialla e il leone blu,
1F,1FSUCOD,audio_254,Tocca la scimmia gialla e il pappagallo rosso,
1F,1FSUCOD,audio_255,Tocca la scimmia gialla e il pappagallo verde,
1F,1FSUCOD,audio_256,Tocca la scimmia gialla e il pappagallo giallo,
1F,1FSUCOD,audio_257,Tocca la scimmia gialla e il pappagallo blu,
1F,1FSUCOD,audio_258,Tocca la scimmia gialla e il polipo rosso,
1F,1FSUCOD,audio_259,Tocca la scimmia gialla e il polipo verde,
1F,1FSUCOD,audio_260,Tocca la scimmia gialla e il polipo giallo,
1F,1FSUCOD,audio_261,Tocca la scimmia gialla e il polipo blu,
1F,1FSUCOD,audio_262,Tocca la scimmia gialla e il gelato rosso,
1F,1FSUCOD,audio_263,Tocca la scimmia gialla e il gelato verde,
1F,1FSUCOD,audio_264,Tocca la scimmia gialla e il gelato giallo,
1F,1FSUCOD,audio_265,Tocca la scimmia gialla e il gelato blu,
1F,1FSUCOD,audio_266,Tocca la scimmia gialla e gli occhiali da sole rossi,
1F,1FSUCOD,audio_267,Tocca la scimmia gialla e gli occhiali da sole verdi,
1F,1FSUCOD,audio_268,Tocca la scimmia gialla e gli occhiali da sole gialli,
1F,1FSUCOD,audio_269,Tocca la scimmia gialla e gli occhiali da sole blu,
1F,1FSUCOD,audio_270,Tocca la scimmia gialla e la bicicletta rossa,
1F,1FSUCOD,audio_271,Tocca la scimmia gialla e la bicicletta verde,
1F,1FSUCOD,audio_272,Tocca la scimmia gialla e la bicicletta gialla,
1F,1FSUCOD,audio_273,Tocca la scimmia gialla e la bicicletta blu,
1F,1FSUCOD,audio_274,Tocca la scimmia gialla e il monopattino rosso,
1F,1FSUCOD,audio_275,Tocca la scimmia gialla e il monopattino verde,
1F,1FSUCOD,audio_276,Tocca la scimmia gialla e il monopattino giallo,
1F,1FSUCOD,audio_277,Tocca la scimmia gialla e il monopattino blu,
1F,1FSUCOD,audio_278,Tocca la scimmia gialla e l'ombrello rosso,
1F,1FSUCOD,audio_279,Tocca la scimmia gialla e l'ombrello verde,
1F,1FSUCOD,audio_280,Tocca la scimmia gialla e l'ombrello giallo,
1F,1FSUCOD,audio_281,Tocca la scimmia gialla e l'ombrello blu,
1F,1FSUCOD,audio_282,Tocca la scimmia gialla e la bambina vestita in rosso,
1F,1FSUCOD,audio_283,Tocca la scimmia gialla e la bambina vestita in verde,
1F,1FSUCOD,audio_284,Tocca la scimmia gialla e la bambina vestita in giallo,
1F,1FSUCOD,audio_285,Tocca la scimmia gialla e la bambina vestita in blu,
1F,1FSUCOD,audio_286,Tocca la scimmia blu e il leone rosso,
1F,1FSUCOD,audio_287,Tocca la scimmia blu e il leone verde,
1F,1FSUCOD,audio_288,Tocca la scimmia blu e il leone giallo,
1F,1FSUCOD,audio_289,Tocca la scimmia blu e il leone blu,
1F,1FSUCOD,audio_290,Tocca la scimmia blu e il pappagallo rosso,
1F,1FSUCOD,audio_291,Tocca la scimmia blu e il pappagallo verde,
1F,1FSUCOD,audio_292,Tocca la scimmia blu e il pappagallo giallo,
1F,1FSUCOD,audio_293,Tocca la scimmia blu e il pappagallo blu,
1F,1FSUCOD,audio_294,Tocca la scimmia blu e il polipo rosso,
1F,1FSUCOD,audio_295,Tocca la scimmia blu e il polipo verde,
1F,1FSUCOD,audio_296,Tocca la scimmia blu e il polipo giallo,
1F,1FSUCOD,audio_297,Tocca la scimmia blu e il polipo blu,
1F,1FSUCOD,audio_298,Tocca la scimmia blu e il gelato rosso,
1F,1FSUCOD,audio_299,Tocca la scimmia blu e il gelato verde,
1F,1FSUCOD,audio_300,Tocca la scimmia blu e il gelato giallo,
1F,1FSUCOD,audio_301,Tocca la scimmia blu e il gelato blu,
1F,1FSUCOD,audio_302,Tocca la scimmia blu e gli occhiali da sole rossi,
1F,1FSUCOD,audio_303,Tocca la scimmia blu e gli occhiali da sole verdi,
1F,1FSUCOD,audio_304,Tocca la scimmia blu e gli occhiali da sole gialli,
1F,1FSUCOD,audio_305,Tocca la scimmia blu e gli occhiali da sole blu,
1F,1FSUCOD,audio_306,Tocca la scimmia blu e la bicicletta rossa,
1F,1FSUCOD,audio_307,Tocca la scimmia blu e la bicicletta verde,
1F,1FSUCOD,audio_308,Tocca la scimmia blu e la bicicletta gialla,
1F,1FSUCOD,audio_309,Tocca la scimmia blu e la bicicletta blu,
1F,1FSUCOD,audio_310,Tocca la scimmia blu e il monopattino rosso,
1F,1FSUCOD,audio_311,Tocca la scimmia blu e il monopattino verde,
1F,1FSUCOD,audio_312,Tocca la scimmia blu e il monopattino giallo,
1F,1FSUCOD,audio_313,Tocca la scimmia blu e il monopattino blu,
1F,1FSUCOD,audio_314,Tocca la scimmia blu e l'ombrello rosso,
1F,1FSUCOD,audio_315,Tocca la scimmia blu e l'ombrello verde,
1F,1FSUCOD,audio_316,Tocca la scimmia blu e l'ombrello giallo,
1F,1FSUCOD,audio_317,Tocca la scimmia blu e l'ombrello blu,
1F,1FSUCOD,audio_318,Tocca la scimmia blu e la bambina vestita in rosso,
1F,1FSUCOD,audio_319,Tocca la scimmia blu e la bambina vestita in verde,
1F,1FSUCOD,audio_320,Tocca la scimmia blu e la bambina vestita in giallo,
1F,1FSUCOD,audio_321,Tocca la scimmia blu e la bambina vestita in blu,
1F,1FSUCOD,audio_322,Tocca il leone rosso e il leone verde,
1F,1FSUCOD,audio_323,Tocca il leone rosso e il leone giallo,
1F,1FSUCOD,audio_324,Tocca il leone rosso e il leone blu,
1F,1FSUCOD,audio_325,Tocca il leone rosso e il pappagallo rosso,
1F,1FSUCOD,audio_326,Tocca il leone rosso e il pappagallo verde,
1F,1FSUCOD,audio_327,Tocca il leone rosso e il pappagallo giallo,
1F,1FSUCOD,audio_328,Tocca il leone rosso e il pappagallo blu,
1F,1FSUCOD,audio_329,Tocca il leone rosso e il polipo rosso,
1F,1FSUCOD,audio_330,Tocca il leone rosso e il polipo verde,
1F,1FSUCOD,audio_331,Tocca il leone rosso e il polipo giallo,
1F,1FSUCOD,audio_332,Tocca il leone rosso e il polipo blu,
1F,1FSUCOD,audio_333,Tocca il leone rosso e il gelato rosso,
1F,1FSUCOD,audio_334,Tocca il leone rosso e il gelato verde,
1F,1FSUCOD,audio_335,Tocca il leone rosso e il gelato giallo,
1F,1FSUCOD,audio_336,Tocca il leone rosso e il gelato blu,
1F,1FSUCOD,audio_337,Tocca il leone rosso e gli occhiali da sole rossi,
1F,1FSUCOD,audio_338,Tocca il leone rosso e gli occhiali da sole verdi,
1F,1FSUCOD,audio_339,Tocca il leone rosso e gli occhiali da sole gialli,
1F,1FSUCOD,audio_340,Tocca il leone rosso e gli occhiali da sole blu,
1F,1FSUCOD,audio_341,Tocca il leone rosso e la bicicletta rossa,
1F,1FSUCOD,audio_342,Tocca il leone rosso e la bicicletta verde,
1F,1FSUCOD,audio_343,Tocca il leone rosso e la bicicletta gialla,
1F,1FSUCOD,audio_344,Tocca il leone rosso e la bicicletta blu,
1F,1FSUCOD,audio_345,Tocca il leone rosso e il monopattino rosso,
1F,1FSUCOD,audio_346,Tocca il leone rosso e il monopattino verde,
1F,1FSUCOD,audio_347,Tocca il leone rosso e il monopattino giallo,
1F,1FSUCOD,audio_348,Tocca il leone rosso e il monopattino blu,
1F,1FSUCOD,audio_349,Tocca il leone rosso e l'ombrello rosso,
1F,1FSUCOD,audio_350,Tocca il leone rosso e l'ombrello verde,
1F,1FSUCOD,audio_351,Tocca il leone rosso e l'ombrello giallo,
1F,1FSUCOD,audio_352,Tocca il leone rosso e l'ombrello blu,
1F,1FSUCOD,audio_353,Tocca il leone rosso e la bambina vestita in rosso,
1F,1FSUCOD,audio_354,Tocca il leone rosso e la bambina vestita in verde,
1F,1FSUCOD,audio_355,Tocca il leone rosso e la bambina vestita in giallo,
1F,1FSUCOD,audio_356,Tocca il leone rosso e la bambina vestita in blu,
1F,1FSUCOD,audio_357,Tocca il leone verde e il leone giallo,
1F,1FSUCOD,audio_358,Tocca il leone verde e il leone blu,
1F,1FSUCOD,audio_359,Tocca il leone verde e il pappagallo rosso,
1F,1FSUCOD,audio_360,Tocca il leone verde e il pappagallo verde,
1F,1FSUCOD,audio_361,Tocca il leone verde e il pappagallo giallo,
1F,1FSUCOD,audio_362,Tocca il leone verde e il pappagallo blu,
1F,1FSUCOD,audio_363,Tocca il leone verde e il polipo rosso,
1F,1FSUCOD,audio_364,Tocca il leone verde e il polipo verde,
1F,1FSUCOD,audio_365,Tocca il leone verde e il polipo giallo,
1F,1FSUCOD,audio_366,Tocca il leone verde e il polipo blu,
1F,1FSUCOD,audio_367,Tocca il leone verde e il gelato rosso,
1F,1FSUCOD,audio_368,Tocca il leone verde e il gelato verde,
1F,1FSUCOD,audio_369,Tocca il leone verde e il gelato giallo,
1F,1FSUCOD,audio_370,Tocca il leone verde e il gelato blu,
1F,1FSUCOD,audio_371,Tocca il leone verde e gli occhiali da sole rossi,
1F,1FSUCOD,audio_372,Tocca il leone verde e gli occhiali da sole verdi,
1F,1FSUCOD,audio_373,Tocca il leone verde e gli occhiali da sole gialli,
1F,1FSUCOD,audio_374,Tocca il leone verde e gli occhiali da sole blu,
1F,1FSUCOD,audio_375,Tocca il leone verde e la bicicletta rossa,
1F,1FSUCOD,audio_376,Tocca il leone verde e la bicicletta verde,
1F,1FSUCOD,audio_377,Tocca il leone verde e la bicicletta gialla,
1F,1FSUCOD,audio_378,Tocca il leone verde e la bicicletta blu,
1F,1FSUCOD,audio_379,Tocca il leone verde e il monopattino rosso,
1F,1FSUCOD,audio_380,Tocca il leone verde e il monopattino verde,
1F,1FSUCOD,audio_381,Tocca il leone verde e il monopattino giallo,
1F,1FSUCOD,audio_382,Tocca il leone verde e il monopattino blu,
1F,1FSUCOD,audio_383,Tocca il leone verde e l'ombrello rosso,
1F,1FSUCOD,audio_384,Tocca il leone verde e l'ombrello verde,
1F,1FSUCOD,audio_385,Tocca il leone verde e l'ombrello giallo,
1F,1FSUCOD,audio_386,Tocca il leone verde e l'ombrello blu,
1F,1FSUCOD,audio_387,Tocca il leone verde e la bambina vestita in rosso,
